project_id,graph_anomaly_score,graph_anomaly_percentile,is_graph_anomaly,clique_community_id,pair_project_count,triad_project_count,agency_contractor_hhi,corporate_ties_composite,contractor_degree,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-000192,25.68,41.72,0,11,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000193,94.39,99.46,1,16,1,1,0.1667,4,2.67,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE
MPLADS-000194,25.84,41.96,0,6,1,1,0.1667,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000195,66.93,91.16,0,22,1,1,0.1667,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-000196,69.08,92.72,0,2,1,1,0.2,2,0.67,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-000197,93.94,99.36,1,7,1,1,0.2,4,2.17,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-000198,53.92,81.3,0,36,1,1,0.5,0,-0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000199,10.13,13.96,0,10,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000200,36.03,58.78,0,34,1,1,0.1667,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000201,40.8,65.72,0,3,1,1,0.1,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000202,15.45,23.54,0,23,1,1,0.1429,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000203,70.8,94.02,0,7,1,1,0.1429,2,2.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000204,11.44,16.32,0,10,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000205,41.08,66.12,0,30,1,1,0.3333,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000206,9.82,13.38,0,33,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000207,73.79,95.82,1,3,1,1,0.5,0,0.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-000208,40.33,65.14,0,0,1,1,0.125,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000209,31.21,51.1,0,36,1,1,0.5,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000210,2.69,2.08,0,5,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000211,24.48,39.62,0,32,1,1,0.2,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000212,7.39,9.06,0,20,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000213,45.92,72.12,0,6,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000214,23.48,37.9,0,35,1,1,0.1667,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000215,51.33,78.54,0,7,1,1,0.1667,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000216,32.52,53.1,0,27,1,1,0.2,0,-1.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000217,33.22,54.24,0,4,1,1,0.25,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000218,9.44,12.7,0,33,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000219,7.16,8.7,0,32,1,1,0.2,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000220,35.58,58.08,0,30,1,1,0.1667,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000221,54.27,81.66,0,11,1,1,0.1111,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000222,50.2,77.16,0,11,1,1,0.0909,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000223,83.67,98.72,1,32,1,1,0.2,2,4.33,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-000224,46.68,73.04,0,9,1,1,0.1,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000225,23.02,37.16,0,10,1,1,0.25,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000226,50.79,77.9,0,24,1,1,0.3333,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000227,32.42,52.98,0,31,1,1,0.5,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000228,44.08,69.9,0,18,1,1,0.3333,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000229,54.63,82.08,0,33,1,1,0.1111,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000230,11.39,16.24,0,12,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000231,40.06,64.78,0,36,1,1,0.1429,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000232,6.02,6.84,0,31,1,1,0.125,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000233,28.14,45.98,0,11,1,1,0.25,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000234,22.75,36.64,0,35,1,1,0.3333,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000235,31.75,51.92,0,33,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000236,8.7,11.38,0,35,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000237,75.82,96.62,1,10,2,1,0.124,0,0.0,0.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE,NONE
MPLADS-000238,69.58,93.16,0,29,1,1,0.3333,1,3.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000239,66.71,90.96,0,1,1,1,0.2,2,1.67,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-000240,29.74,48.64,0,13,1,1,0.5,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000241,32.37,52.86,0,1,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000242,64.8,89.54,0,34,1,1,0.2,1,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-000243,95.91,99.72,1,4,1,1,0.1562,4,0.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000244,8.85,11.6,0,10,1,1,0.2,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000245,30.55,50.06,0,7,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000246,56.01,83.4,0,33,1,1,0.25,1,0.0,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000247,46.1,72.34,0,11,1,1,0.25,0,-1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000248,39.98,64.66,0,19,1,1,0.25,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000249,32.14,52.5,0,31,1,1,0.1111,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000250,43.7,69.5,0,30,1,1,0.5,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000251,2.22,1.52,0,3,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000252,71.81,94.66,0,19,1,1,0.1429,2,2.17,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000253,14.06,21.04,0,31,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000254,47.03,73.54,0,5,1,1,0.1667,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000255,75.38,96.4,1,26,1,1,0.2,2,3.0,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-000256,50.82,77.92,0,8,1,1,0.1667,0,-0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000257,41.78,66.98,0,35,1,1,0.1429,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000258,7.75,9.66,0,18,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000259,6.38,7.42,0,11,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000260,28.31,46.24,0,32,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000261,10.41,14.46,0,31,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000262,22.29,35.86,0,24,1,1,0.25,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000263,49.5,76.44,0,22,1,1,1.0,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000264,44.74,70.68,0,35,1,1,0.5,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000265,34.63,56.56,0,3,1,1,0.1667,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000266,47.11,73.68,0,24,1,1,0.1429,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000267,8.19,10.44,0,28,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000268,9.39,12.62,0,7,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000269,42.11,67.46,0,2,1,1,0.3333,0,-0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000270,8.79,11.52,0,35,1,1,0.1667,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000271,16.5,25.44,0,35,1,1,0.1429,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000272,40.26,65.0,0,6,1,1,0.25,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000273,66.94,91.18,0,11,1,1,0.25,2,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000274,49.98,76.94,0,17,1,1,0.5,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000275,16.66,25.76,0,21,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000276,13.61,20.22,0,33,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000277,27.53,44.98,0,3,1,1,0.3333,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000278,5.51,5.98,0,35,1,1,0.1667,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000279,30.15,49.32,0,34,1,1,0.125,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000280,55.64,83.04,0,34,1,1,0.1111,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000281,4.0,3.7,0,10,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000282,63.36,88.56,0,19,1,1,0.1667,0,0.17,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE,NONE
MPLADS-000283,7.6,9.38,0,30,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000284,19.97,31.82,0,35,1,1,0.2,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000285,20.15,32.12,0,13,1,1,0.25,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000286,14.02,20.96,0,28,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000287,36.14,59.0,0,35,1,1,0.1667,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000288,32.78,53.52,0,7,1,1,0.2,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000289,49.12,76.08,0,6,1,1,0.2,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000290,25.05,40.62,0,25,1,1,0.25,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000291,25.26,41.0,0,15,1,1,0.5,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000292,34.59,56.48,0,36,1,1,0.2222,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000293,38.38,62.44,0,10,1,1,0.1111,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000294,5.4,5.78,0,24,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000295,56.11,83.5,0,9,1,1,0.124,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000296,14.0,20.92,0,1,1,1,0.2,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000297,1.71,1.02,0,17,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000298,14.99,22.72,0,27,1,1,0.125,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000299,9.84,13.42,0,13,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000300,10.87,15.3,0,15,1,1,0.1667,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000301,93.84,99.34,1,20,1,1,0.25,4,0.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000302,10.3,14.26,0,30,1,1,0.1429,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000303,11.83,16.96,0,21,1,1,0.3333,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000304,8.91,11.7,0,9,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000305,31.42,51.4,0,11,1,1,0.1429,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000306,4.59,4.48,0,31,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000307,22.15,35.64,0,1,1,1,0.2,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000308,34.96,57.12,0,17,1,1,0.1667,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000309,54.5,81.92,0,0,1,1,0.2,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000310,96.79,99.84,1,26,1,1,0.125,4,2.17,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-000311,25.34,41.12,0,15,1,1,0.1429,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000312,71.93,94.76,0,14,1,1,0.25,2,4.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE
MPLADS-000313,21.67,34.78,0,13,1,1,0.1429,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000314,10.31,14.28,0,22,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000315,56.14,83.54,0,25,1,1,0.3333,0,-0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000316,41.59,66.76,0,13,1,1,0.3333,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000317,23.53,37.98,0,13,1,1,0.1562,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000318,73.39,95.56,1,26,1,1,0.1429,0,0.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-000319,39.88,64.48,0,21,1,1,0.2222,0,1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000320,41.31,66.42,0,14,1,1,0.5,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000321,42.67,68.2,0,24,1,1,0.5,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000322,31.94,52.2,0,10,1,1,0.3333,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000323,18.72,29.5,0,13,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000324,21.22,34.0,0,9,1,1,0.25,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000325,33.01,53.9,0,33,1,1,0.2222,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000326,6.54,7.7,0,19,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000327,50.72,77.82,0,14,1,1,0.2,0,-1.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000328,1.26,0.64,0,11,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000329,13.72,20.44,0,7,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000330,10.6,14.82,0,29,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000331,44.99,71.0,0,3,1,1,0.3333,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000332,23.18,37.46,0,13,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000333,34.92,57.04,0,33,1,1,0.25,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000334,19.2,30.4,0,29,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000335,76.31,96.82,1,18,1,1,0.3333,2,1.0,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-000336,9.1,12.08,0,10,1,1,0.25,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000337,20.73,33.16,0,12,1,1,0.2,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000338,25.15,40.8,0,23,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000339,22.42,36.08,0,29,1,1,0.25,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000340,3.09,2.56,0,28,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000341,43.5,69.22,0,24,1,1,0.3333,0,0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000342,52.42,79.82,0,26,1,1,0.3333,0,-0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000343,34.0,55.52,0,9,1,1,0.3333,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000344,18.47,29.06,0,31,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000345,54.59,82.02,0,27,1,1,0.1837,1,1.67,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000346,24.4,39.48,0,24,1,1,0.125,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000347,1.99,1.3,0,14,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000348,8.03,10.16,0,28,1,1,0.2,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000349,48.75,75.52,0,11,1,1,0.2,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000350,7.49,9.2,0,15,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000351,23.96,38.74,0,33,1,1,0.1429,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000352,45.47,71.6,0,22,1,1,0.5,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000353,33.42,54.58,0,14,1,1,0.25,0,0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000354,11.46,16.36,0,9,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000355,73.12,95.4,1,26,1,1,0.3333,2,1.67,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-000356,73.75,95.76,1,29,1,1,0.3333,1,3.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000357,41.19,66.26,0,5,1,1,0.1429,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000358,9.71,13.18,0,25,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000359,6.18,7.12,0,7,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000360,46.58,72.9,0,4,1,1,0.3333,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000361,16.4,25.24,0,11,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000362,49.85,76.78,0,32,1,1,0.0833,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000363,18.78,29.62,0,11,1,1,0.1429,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000364,14.7,22.22,0,34,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000365,5.33,5.66,0,7,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000366,42.79,68.34,0,9,1,1,0.1111,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000367,28.61,46.78,0,35,1,1,0.25,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000368,69.14,92.78,0,34,1,1,0.1429,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000369,29.77,48.68,0,12,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000370,35.59,58.1,0,9,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000371,45.31,71.38,0,32,1,1,0.1667,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000372,48.42,75.14,0,33,1,1,0.1667,0,-1.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000373,20.44,32.66,0,28,1,1,0.1667,0,1.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000374,8.37,10.76,0,7,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000375,42.99,68.58,0,35,1,1,0.1,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000376,14.75,22.3,0,33,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000377,78.63,97.84,1,31,1,1,0.25,2,1.33,35.0,CORPORATE_COLLUSION_NETWORK,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-000378,6.76,8.06,0,5,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000379,36.15,59.02,0,21,1,1,0.1667,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000380,10.42,14.5,0,30,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000381,57.69,84.84,0,34,1,1,1.0,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000382,60.04,86.52,0,29,1,1,0.1111,1,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE
MPLADS-000383,76.35,96.84,1,23,1,1,1.0,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-000384,9.63,13.04,0,10,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-000385,10.25,14.18,0,29,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
