project_id,progress_observation_count,latest_physical_progress,latest_financial_progress,latest_planned_progress,latest_completion_percentage,latest_progress_mismatch,latest_progress_gap,financial_minus_physical_progress,actual_vs_planned_progress,physical_progress_slope,financial_progress_slope,planned_progress_slope,progress_gap_slope,progress_velocity_latest,progress_acceleration_latest,latest_delay_days,max_delay_days,extension_count,planned_duration_days,actual_duration_days,duration_overrun_days,duration_overrun_ratio,geotag_available_rate,geotag_consistency_rate,measurement_book_verified_rate
MPLADS-000124,1,73.6,93.0,80.5,73.6,19.4,19.4,19.4,-16.4,0.846,0.0,0.0,0.0,0.846,0.0448,19.4,19.4,0,90.0,87.0,0.0,0.9667,1.0,1.0,1.0
MPLADS-000125,1,99.5,158.2,85.3,99.5,58.7,58.7,58.7,9.5,0.4807,0.0,0.0,0.0,0.4807,0.0275,58.7,58.7,0,210.0,207.0,0.0,0.9857,1.0,1.0,1.0
MPLADS-000126,1,83.9,90.7,81.9,83.9,6.8,6.8,6.8,-6.1,1.583,0.0,0.0,0.0,1.583,0.0021,6.8,6.8,0,60.0,53.0,0.0,0.8833,1.0,1.0,1.0
MPLADS-000127,1,76.2,91.6,89.0,76.2,15.4,15.4,15.4,-13.8,0.3594,0.0,0.0,0.0,0.3594,0.0339,15.4,15.4,0,210.0,212.0,2.0,1.0095,1.0,1.0,1.0
MPLADS-000128,1,83.9,88.4,80.8,83.9,4.5,4.5,4.5,-6.1,1.7122,0.0,0.0,0.0,1.7122,0.0286,4.5,4.5,0,60.0,49.0,0.0,0.8167,1.0,1.0,1.0
MPLADS-000129,1,18.4,87.2,81.0,18.4,68.8,68.8,68.8,-71.6,0.1269,0.0,0.0,0.0,0.1269,0.0065,68.8,68.8,0,160.0,145.0,0.0,0.9062,1.0,1.0,0.0
MPLADS-000130,1,85.6,90.6,83.0,85.6,5.0,5.0,5.0,-4.4,0.8392,0.0,0.0,0.0,0.8392,0.0285,5.0,5.0,0,90.0,102.0,12.0,1.1333,1.0,1.0,1.0
MPLADS-000131,1,87.8,144.5,89.4,87.8,56.7,56.7,56.7,-2.2,0.5522,0.0,0.0,0.0,0.5522,0.0043,56.7,56.7,0,150.0,159.0,9.0,1.06,1.0,1.0,1.0
MPLADS-000132,1,75.5,89.7,98.4,75.5,14.2,14.2,14.2,-14.5,0.4441,0.0,0.0,0.0,0.4441,-0.0135,14.2,14.2,0,180.0,170.0,0.0,0.9444,1.0,1.0,1.0
MPLADS-000133,1,98.1,94.6,95.1,98.1,3.5,-3.5,-3.5,8.1,0.7109,0.0,0.0,0.0,0.7109,0.0229,0.0,0.0,0,150.0,138.0,0.0,0.92,1.0,1.0,1.0
MPLADS-000134,1,92.3,95.2,87.1,92.3,2.9,2.9,2.9,2.3,0.4547,0.0,0.0,0.0,0.4547,0.0309,2.9,2.9,0,180.0,203.0,23.0,1.1278,1.0,1.0,1.0
MPLADS-000135,1,99.3,94.2,97.9,99.3,5.1,-5.1,-5.1,9.3,0.7523,0.0,0.0,0.0,0.7523,0.0425,0.0,0.0,0,120.0,132.0,12.0,1.1,1.0,1.0,1.0
MPLADS-000136,1,28.1,89.7,82.3,28.1,61.6,61.6,61.6,-61.9,0.1398,0.0,0.0,0.0,0.1398,0.0048,61.6,61.6,0,180.0,201.0,21.0,1.1167,1.0,1.0,0.0
MPLADS-000137,1,73.6,85.5,87.7,73.6,11.9,11.9,11.9,-16.4,0.5295,0.0,0.0,0.0,0.5295,0.0257,11.9,11.9,0,150.0,139.0,0.0,0.9267,1.0,1.0,1.0
MPLADS-000138,1,83.2,87.1,97.5,83.2,3.9,3.9,3.9,-6.8,0.4139,0.0,0.0,0.0,0.4139,0.0221,3.9,3.9,0,180.0,201.0,21.0,1.1167,1.0,1.0,1.0
MPLADS-000139,1,89.8,130.3,94.8,89.8,40.5,40.5,40.5,-0.2,0.4468,0.0,0.0,0.0,0.4468,0.0067,40.5,40.5,0,180.0,201.0,21.0,1.1167,1.0,1.0,1.0
MPLADS-000140,1,10.1,50.7,84.5,10.1,40.6,40.6,40.6,-79.9,0.0564,0.0,0.0,0.0,0.0564,0.0175,40.6,40.6,0,160.0,179.0,19.0,1.1187,1.0,1.0,1.0
MPLADS-000141,1,86.2,90.7,97.1,86.2,4.5,4.5,4.5,-3.8,0.9578,0.0,0.0,0.0,0.9578,0.0265,4.5,4.5,0,90.0,90.0,0.0,1.0,1.0,1.0,1.0
MPLADS-000142,1,91.5,91.4,97.9,91.5,0.1,-0.1,-0.1,1.5,0.5613,0.0,0.0,0.0,0.5613,-0.0153,0.0,0.0,0,150.0,163.0,13.0,1.0867,1.0,1.0,1.0
MPLADS-000143,1,80.3,89.6,95.2,80.3,9.3,9.3,9.3,-9.7,0.6636,0.0,0.0,0.0,0.6636,0.0437,9.3,9.3,0,120.0,121.0,1.0,1.0083,1.0,1.0,1.0
MPLADS-000144,1,75.5,86.8,87.9,75.5,11.3,11.3,11.3,-14.5,0.6509,0.0,0.0,0.0,0.6509,0.0142,11.3,11.3,0,90.0,116.0,26.0,1.2889,1.0,1.0,1.0
MPLADS-000145,1,88.0,87.5,99.3,88.0,0.5,-0.5,-0.5,-2.0,0.6875,0.0,0.0,0.0,0.6875,-0.0055,0.0,0.0,0,120.0,128.0,8.0,1.0667,1.0,1.0,1.0
MPLADS-000146,1,33.5,88.2,88.8,33.5,54.7,54.7,54.7,-56.5,0.2617,0.0,0.0,0.0,0.2617,-0.0056,54.7,54.7,0,120.0,128.0,8.0,1.0667,1.0,1.0,0.0
MPLADS-000147,1,81.6,90.4,84.3,81.6,8.8,8.8,8.8,-8.4,0.8242,0.0,0.0,0.0,0.8242,0.048,8.8,8.8,0,90.0,99.0,9.0,1.1,1.0,1.0,1.0
MPLADS-000148,1,84.0,92.8,82.4,84.0,8.8,8.8,8.8,-6.0,0.4038,0.0,0.0,0.0,0.4038,-0.0018,8.8,8.8,0,210.0,208.0,0.0,0.9905,1.0,1.0,1.0
MPLADS-000149,1,89.5,90.2,98.1,89.5,0.7,0.7,0.7,-0.5,0.6259,0.0,0.0,0.0,0.6259,0.032,0.7,0.7,0,120.0,143.0,23.0,1.1917,1.0,1.0,1.0
MPLADS-000150,1,13.7,56.7,86.1,13.7,43.0,43.0,43.0,-76.3,0.071,0.0,0.0,0.0,0.071,0.0356,43.0,43.0,0,180.0,193.0,13.0,1.0722,1.0,1.0,1.0
MPLADS-000151,1,91.5,89.0,89.2,91.5,2.5,-2.5,-2.5,1.5,0.9734,0.0,0.0,0.0,0.9734,0.0475,0.0,0.0,0,90.0,94.0,4.0,1.0444,1.0,1.0,1.0
MPLADS-000152,1,87.9,91.8,90.7,87.9,3.9,3.9,3.9,-2.1,1.5155,0.0,0.0,0.0,1.5155,0.0427,3.9,3.9,0,60.0,58.0,0.0,0.9667,1.0,1.0,1.0
MPLADS-000153,1,88.0,95.0,84.7,88.0,7.0,7.0,7.0,-2.0,1.0233,0.0,0.0,0.0,1.0233,-0.0039,7.0,7.0,0,60.0,86.0,26.0,1.4333,1.0,1.0,1.0
MPLADS-000154,1,77.9,89.3,91.6,77.9,11.4,11.4,11.4,-12.1,0.1837,0.0,0.0,0.0,0.1837,-0.0006,11.4,11.4,0,400.0,424.0,24.0,1.06,1.0,1.0,1.0
MPLADS-000155,1,70.2,92.1,92.5,70.2,21.9,21.9,21.9,-19.8,0.164,0.0,0.0,0.0,0.164,0.0207,21.9,21.9,0,400.0,428.0,28.0,1.07,1.0,1.0,1.0
MPLADS-000156,1,85.2,96.3,98.9,85.2,11.1,11.1,11.1,-4.8,0.5718,0.0,0.0,0.0,0.5718,0.0078,11.1,11.1,0,160.0,149.0,0.0,0.9313,1.0,1.0,1.0
MPLADS-000157,1,98.5,93.9,96.0,98.5,4.6,-4.6,-4.6,8.5,0.2519,0.0,0.0,0.0,0.2519,0.0461,0.0,0.0,0,400.0,391.0,0.0,0.9775,1.0,1.0,1.0
MPLADS-000158,1,77.1,88.4,85.7,77.1,11.3,11.3,11.3,-12.9,0.4974,0.0,0.0,0.0,0.4974,0.0236,11.3,11.3,0,160.0,155.0,0.0,0.9688,1.0,1.0,1.0
MPLADS-000159,1,98.9,88.1,90.4,98.9,10.8,-10.8,-10.8,8.9,0.5404,0.0,0.0,0.0,0.5404,0.0322,0.0,0.0,0,150.0,183.0,33.0,1.22,1.0,1.0,1.0
MPLADS-000160,1,77.6,95.8,94.8,77.6,18.2,18.2,18.2,-12.4,0.5315,0.0,0.0,0.0,0.5315,0.0469,18.2,18.2,0,150.0,146.0,0.0,0.9733,1.0,1.0,1.0
MPLADS-000161,1,73.9,91.6,99.1,73.9,17.7,17.7,17.7,-16.1,0.1755,0.0,0.0,0.0,0.1755,0.0113,17.7,17.7,0,400.0,421.0,21.0,1.0525,1.0,1.0,1.0
MPLADS-000162,1,70.9,96.2,87.1,70.9,25.3,25.3,25.3,-19.1,0.4246,0.0,0.0,0.0,0.4246,0.0205,25.3,25.3,0,160.0,167.0,7.0,1.0437,1.0,1.0,1.0
MPLADS-000163,1,75.5,87.8,86.1,75.5,12.3,12.3,12.3,-14.5,0.9437,0.0,0.0,0.0,0.9437,0.0432,12.3,12.3,0,60.0,80.0,20.0,1.3333,1.0,1.0,1.0
MPLADS-000164,1,70.8,93.6,88.8,70.8,22.8,22.8,22.8,-19.2,0.8741,0.0,0.0,0.0,0.8741,0.0356,22.8,22.8,0,90.0,81.0,0.0,0.9,1.0,1.0,1.0
MPLADS-000165,1,84.0,88.4,98.6,84.0,4.4,4.4,4.4,-6.0,0.503,0.0,0.0,0.0,0.503,0.0348,4.4,4.4,0,180.0,167.0,0.0,0.9278,1.0,1.0,1.0
MPLADS-000166,1,46.8,88.9,81.1,46.8,42.1,42.1,42.1,-43.2,0.0975,0.0,0.0,0.0,0.0975,0.0478,42.1,42.1,2,120.0,480.0,360.0,4.0,1.0,1.0,1.0
MPLADS-000167,1,97.0,86.2,90.5,97.0,10.8,-10.8,-10.8,7.0,0.8739,0.0,0.0,0.0,0.8739,0.0075,0.0,0.0,0,120.0,111.0,0.0,0.925,1.0,1.0,1.0
MPLADS-000168,1,91.7,85.5,81.3,91.7,6.2,-6.2,-6.2,1.7,0.4585,0.0,0.0,0.0,0.4585,0.0343,0.0,0.0,0,210.0,200.0,0.0,0.9524,1.0,1.0,1.0
MPLADS-000169,1,16.0,63.6,91.0,16.0,47.6,47.6,47.6,-74.0,0.125,0.0,0.0,0.0,0.125,0.0186,47.6,47.6,0,120.0,128.0,8.0,1.0667,1.0,1.0,1.0
MPLADS-000170,1,95.7,97.6,99.3,95.7,1.9,1.9,1.9,5.7,0.6214,0.0,0.0,0.0,0.6214,0.0443,1.9,1.9,0,160.0,154.0,0.0,0.9625,1.0,1.0,1.0
MPLADS-000171,1,79.6,85.5,95.3,79.6,5.9,5.9,5.9,-10.4,0.1946,0.0,0.0,0.0,0.1946,0.0089,5.9,5.9,0,400.0,409.0,9.0,1.0225,0.0,0.0,0.0
MPLADS-000172,1,97.4,133.7,87.3,97.4,36.3,36.3,36.3,7.4,0.2423,0.0,0.0,0.0,0.2423,0.0355,36.3,36.3,0,400.0,402.0,2.0,1.005,1.0,1.0,1.0
MPLADS-000173,1,90.9,86.7,90.0,90.9,4.2,-4.2,-4.2,0.9,0.4914,0.0,0.0,0.0,0.4914,0.0378,0.0,0.0,0,180.0,185.0,5.0,1.0278,1.0,1.0,1.0
MPLADS-000174,1,92.4,89.8,91.6,92.4,2.6,-2.6,-2.6,2.4,0.55,0.0,0.0,0.0,0.55,0.0421,0.0,0.0,0,150.0,168.0,18.0,1.12,1.0,1.0,1.0
MPLADS-000175,1,87.8,88.3,86.5,87.8,0.5,0.5,0.5,-2.2,0.4526,0.0,0.0,0.0,0.4526,0.0226,0.5,0.5,0,180.0,194.0,14.0,1.0778,0.0,0.0,0.0
MPLADS-000176,1,89.5,85.4,80.1,89.5,4.1,-4.1,-4.1,-0.5,0.5296,0.0,0.0,0.0,0.5296,-0.0112,0.0,0.0,0,160.0,169.0,9.0,1.0562,1.0,1.0,1.0
MPLADS-000177,1,87.6,93.3,95.0,87.6,5.7,5.7,5.7,-2.4,0.5006,0.0,0.0,0.0,0.5006,0.0109,5.7,5.7,0,160.0,175.0,15.0,1.0938,1.0,1.0,1.0
MPLADS-000178,1,99.8,93.1,85.3,99.8,6.7,-6.7,-6.7,9.8,0.4685,0.0,0.0,0.0,0.4685,-0.0185,0.0,0.0,0,180.0,213.0,33.0,1.1833,1.0,1.0,1.0
MPLADS-000179,1,87.8,86.0,96.1,87.8,1.8,-1.8,-1.8,-2.2,0.5776,0.0,0.0,0.0,0.5776,-0.0143,0.0,0.0,0,120.0,152.0,32.0,1.2667,1.0,1.0,1.0
MPLADS-000180,1,30.8,94.6,97.4,30.8,63.8,63.8,63.8,-59.2,0.1532,0.0,0.0,0.0,0.1532,0.0334,63.8,63.8,0,180.0,201.0,21.0,1.1167,1.0,1.0,0.0
MPLADS-000181,1,84.5,96.5,99.7,84.5,12.0,12.0,12.0,-5.5,0.4592,0.0,0.0,0.0,0.4592,0.0177,12.0,12.0,0,150.0,184.0,34.0,1.2267,1.0,1.0,1.0
MPLADS-000182,1,97.0,86.9,88.3,97.0,10.1,-10.1,-10.1,7.0,0.5706,0.0,0.0,0.0,0.5706,0.0305,0.0,0.0,0,160.0,170.0,10.0,1.0625,1.0,1.0,1.0
MPLADS-000183,1,86.8,86.7,89.2,86.8,0.1,-0.1,-0.1,-3.2,0.3587,0.0,0.0,0.0,0.3587,0.0188,0.0,0.0,0,210.0,242.0,32.0,1.1524,1.0,1.0,1.0
MPLADS-000184,1,81.9,89.8,86.6,81.9,7.9,7.9,7.9,-8.1,0.3938,0.0,0.0,0.0,0.3938,0.003,7.9,7.9,0,210.0,208.0,0.0,0.9905,1.0,1.0,1.0
MPLADS-000185,1,95.1,88.8,84.2,95.1,6.3,-6.3,-6.3,5.1,0.5283,0.0,0.0,0.0,0.5283,0.0325,0.0,0.0,0,150.0,180.0,30.0,1.2,1.0,1.0,1.0
MPLADS-000186,1,73.8,97.7,91.5,73.8,23.9,23.9,23.9,-16.2,0.3223,0.0,0.0,0.0,0.3223,0.0152,23.9,23.9,0,210.0,229.0,19.0,1.0905,1.0,1.0,1.0
MPLADS-000187,1,90.5,88.1,99.1,90.5,2.4,-2.4,-2.4,0.5,0.5171,0.0,0.0,0.0,0.5171,0.0152,0.0,0.0,0,180.0,175.0,0.0,0.9722,1.0,1.0,1.0
MPLADS-000188,1,98.2,88.5,82.2,98.2,9.7,-9.7,-9.7,8.2,0.8768,0.0,0.0,0.0,0.8768,-0.0048,0.0,0.0,0,120.0,112.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-000189,1,71.0,97.4,99.1,71.0,26.4,26.4,26.4,-19.0,0.7396,0.0,0.0,0.0,0.7396,0.0291,26.4,26.4,0,90.0,96.0,6.0,1.0667,1.0,1.0,1.0
MPLADS-000190,1,79.7,90.6,95.9,79.7,10.9,10.9,10.9,-10.3,0.5109,0.0,0.0,0.0,0.5109,0.0398,10.9,10.9,0,160.0,156.0,0.0,0.975,1.0,1.0,1.0
MPLADS-000191,1,82.4,85.5,95.0,82.4,3.1,3.1,3.1,-7.6,0.203,0.0,0.0,0.0,0.203,0.0312,3.1,3.1,0,400.0,406.0,6.0,1.015,1.0,1.0,1.0
MPLADS-000192,1,75.1,92.0,99.0,75.1,16.9,16.9,16.9,-14.9,0.3663,0.0,0.0,0.0,0.3663,-0.0147,16.9,16.9,0,210.0,205.0,0.0,0.9762,1.0,1.0,1.0
MPLADS-000193,1,77.1,89.1,95.6,77.1,12.0,12.0,12.0,-12.9,0.5547,0.0,0.0,0.0,0.5547,0.0308,12.0,12.0,0,150.0,139.0,0.0,0.9267,1.0,1.0,1.0
MPLADS-000194,1,81.0,92.6,97.0,81.0,11.6,11.6,11.6,-9.0,0.587,0.0,0.0,0.0,0.587,0.0028,11.6,11.6,0,120.0,138.0,18.0,1.15,1.0,1.0,1.0
MPLADS-000195,1,97.4,90.2,83.6,97.4,7.2,-7.2,-7.2,7.4,0.9939,0.0,0.0,0.0,0.9939,0.0327,0.0,0.0,0,90.0,98.0,8.0,1.0889,1.0,1.0,1.0
MPLADS-000196,1,93.2,97.9,88.0,93.2,4.7,4.7,4.7,3.2,0.4315,0.0,0.0,0.0,0.4315,0.0052,4.7,4.7,0,210.0,216.0,6.0,1.0286,1.0,1.0,1.0
MPLADS-000197,1,90.8,93.2,86.7,90.8,2.4,2.4,2.4,0.8,0.4989,0.0,0.0,0.0,0.4989,0.01,2.4,2.4,0,180.0,182.0,2.0,1.0111,1.0,1.0,1.0
MPLADS-000198,1,99.9,89.4,89.9,99.9,10.5,-10.5,-10.5,9.9,1.9588,0.0,0.0,0.0,1.9588,0.0085,0.0,0.0,0,60.0,51.0,0.0,0.85,1.0,1.0,1.0
MPLADS-000199,1,75.1,89.5,87.0,75.1,14.4,14.4,14.4,-14.9,1.0577,0.0,0.0,0.0,1.0577,-0.0174,14.4,14.4,0,60.0,71.0,11.0,1.1833,1.0,1.0,1.0
MPLADS-000200,1,86.6,87.8,96.2,86.6,1.2,1.2,1.2,-3.4,0.5035,0.0,0.0,0.0,0.5035,-0.0057,1.2,1.2,0,160.0,172.0,12.0,1.075,1.0,1.0,1.0
MPLADS-000201,1,82.1,92.7,83.6,82.1,10.6,10.6,10.6,-7.9,0.4298,0.0,0.0,0.0,0.4298,-0.0177,10.6,10.6,0,160.0,191.0,31.0,1.1938,1.0,1.0,1.0
MPLADS-000202,1,0.0,100.0,89.7,0.0,100.0,100.0,100.0,-90.0,0.0,0.0,0.0,0.0,0.0,-0.0129,100.0,100.0,0,180.0,179.0,0.0,0.9944,0.0,0.0,0.0
MPLADS-000203,1,99.0,95.8,87.7,99.0,3.2,-3.2,-3.2,9.0,0.8919,0.0,0.0,0.0,0.8919,-0.0025,0.0,0.0,0,90.0,111.0,21.0,1.2333,1.0,1.0,1.0
MPLADS-000204,1,86.2,86.8,86.7,86.2,0.6,0.6,0.6,-3.8,0.2182,0.0,0.0,0.0,0.2182,0.0091,0.6,0.6,0,400.0,395.0,0.0,0.9875,1.0,1.0,1.0
MPLADS-000205,1,91.8,91.9,97.4,91.8,0.1,0.1,0.1,1.8,0.6955,0.0,0.0,0.0,0.6955,0.0033,0.1,0.1,0,120.0,132.0,12.0,1.1,1.0,1.0,1.0
MPLADS-000206,1,91.4,90.8,82.5,91.4,0.6,-0.6,-0.6,1.4,0.6218,0.0,0.0,0.0,0.6218,-0.0126,0.0,0.0,0,120.0,147.0,27.0,1.225,1.0,1.0,1.0
MPLADS-000207,1,77.9,85.5,92.3,77.9,7.6,7.6,7.6,-12.1,0.3763,0.0,0.0,0.0,0.3763,-0.0057,7.6,7.6,0,180.0,207.0,27.0,1.15,1.0,1.0,1.0
MPLADS-000208,1,76.5,97.0,83.7,76.5,20.5,20.5,20.5,-13.5,0.425,0.0,0.0,0.0,0.425,0.0457,20.5,20.5,0,150.0,180.0,30.0,1.2,1.0,1.0,1.0
MPLADS-000209,1,87.5,90.9,82.7,87.5,3.4,3.4,3.4,-2.5,0.5,0.0,0.0,0.0,0.5,0.0014,3.4,3.4,0,180.0,175.0,0.0,0.9722,1.0,1.0,1.0
MPLADS-000210,1,42.4,89.0,86.3,42.4,46.6,46.6,46.6,-47.6,0.1178,0.0,0.0,0.0,0.1178,0.0476,46.6,46.6,3,120.0,360.0,240.0,3.0,1.0,1.0,1.0
MPLADS-000211,1,74.4,94.1,82.0,74.4,19.7,19.7,19.7,-15.6,0.3477,0.0,0.0,0.0,0.3477,0.0005,19.7,19.7,0,180.0,214.0,34.0,1.1889,1.0,1.0,1.0
MPLADS-000212,1,94.0,85.3,87.3,94.0,8.7,-8.7,-8.7,4.0,0.6812,0.0,0.0,0.0,0.6812,0.0324,0.0,0.0,0,120.0,138.0,18.0,1.15,1.0,1.0,1.0
MPLADS-000213,1,80.8,96.3,84.1,80.8,15.5,15.5,15.5,-9.2,0.603,0.0,0.0,0.0,0.603,0.0238,15.5,15.5,0,120.0,134.0,14.0,1.1167,1.0,1.0,1.0
MPLADS-000214,1,81.5,88.4,85.2,81.5,6.9,6.9,6.9,-8.5,0.3739,0.0,0.0,0.0,0.3739,-0.0014,6.9,6.9,0,210.0,218.0,8.0,1.0381,1.0,1.0,1.0
MPLADS-000215,1,92.6,86.7,92.7,92.6,5.9,-5.9,-5.9,2.6,0.5202,0.0,0.0,0.0,0.5202,0.0155,0.0,0.0,0,160.0,178.0,18.0,1.1125,1.0,1.0,1.0
MPLADS-000216,1,72.3,86.0,93.6,72.3,13.7,13.7,13.7,-17.7,0.1878,0.0,0.0,0.0,0.1878,0.0476,13.7,13.7,0,400.0,385.0,0.0,0.9625,1.0,1.0,1.0
MPLADS-000217,1,78.7,91.0,99.4,78.7,12.3,12.3,12.3,-11.3,1.5135,0.0,0.0,0.0,1.5135,0.0144,12.3,12.3,0,60.0,52.0,0.0,0.8667,1.0,1.0,1.0
MPLADS-000218,1,85.8,97.9,99.1,85.8,12.1,12.1,12.1,-4.2,1.3,0.0,0.0,0.0,1.3,-0.0192,12.1,12.1,0,60.0,66.0,6.0,1.1,1.0,1.0,1.0
MPLADS-000219,1,81.3,91.2,92.4,81.3,9.9,9.9,9.9,-8.7,0.343,0.0,0.0,0.0,0.343,0.0063,9.9,9.9,0,210.0,237.0,27.0,1.1286,1.0,1.0,1.0
MPLADS-000220,1,78.7,87.1,85.6,78.7,8.4,8.4,8.4,-11.3,0.5282,0.0,0.0,0.0,0.5282,0.0334,8.4,8.4,0,150.0,149.0,0.0,0.9933,1.0,1.0,1.0
MPLADS-000221,1,86.4,97.2,91.7,86.4,10.8,10.8,10.8,-3.6,1.1368,0.0,0.0,0.0,1.1368,0.0084,10.8,10.8,0,90.0,76.0,0.0,0.8444,1.0,1.0,1.0
MPLADS-000222,1,78.2,94.8,93.3,78.2,16.6,16.6,16.6,-11.8,0.4138,0.0,0.0,0.0,0.4138,0.0266,16.6,16.6,0,160.0,189.0,29.0,1.1812,1.0,1.0,1.0
MPLADS-000223,1,73.9,94.2,92.2,73.9,20.3,20.3,20.3,-16.1,0.678,0.0,0.0,0.0,0.678,0.0196,20.3,20.3,0,90.0,109.0,19.0,1.2111,1.0,1.0,1.0
MPLADS-000224,1,76.8,86.6,92.8,76.8,9.8,9.8,9.8,-13.2,0.4021,0.0,0.0,0.0,0.4021,0.0036,9.8,9.8,0,180.0,191.0,11.0,1.0611,1.0,1.0,1.0
MPLADS-000225,1,84.0,91.1,81.7,84.0,7.1,7.1,7.1,-6.0,1.4237,0.0,0.0,0.0,1.4237,0.0375,7.1,7.1,0,60.0,59.0,0.0,0.9833,1.0,1.0,1.0
MPLADS-000226,1,85.1,92.7,85.8,85.1,7.6,7.6,7.6,-4.9,0.4575,0.0,0.0,0.0,0.4575,-0.0005,7.6,7.6,0,180.0,186.0,6.0,1.0333,1.0,1.0,1.0
MPLADS-000227,1,75.4,88.0,87.5,75.4,12.6,12.6,12.6,-14.6,0.6231,0.0,0.0,0.0,0.6231,-0.018,12.6,12.6,0,90.0,121.0,31.0,1.3444,1.0,1.0,1.0
MPLADS-000228,1,95.2,95.1,81.4,95.2,0.1,-0.1,-0.1,5.2,0.5667,0.0,0.0,0.0,0.5667,-0.0196,0.0,0.0,0,180.0,168.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-000229,1,74.7,94.0,92.4,74.7,19.3,19.3,19.3,-15.3,0.5746,0.0,0.0,0.0,0.5746,0.0296,19.3,19.3,0,120.0,130.0,10.0,1.0833,1.0,1.0,1.0
MPLADS-000230,1,98.5,96.1,91.0,98.5,2.4,-2.4,-2.4,8.5,0.6611,0.0,0.0,0.0,0.6611,0.0162,0.0,0.0,0,120.0,149.0,29.0,1.2417,1.0,1.0,1.0
MPLADS-000231,1,84.4,94.0,80.4,84.4,9.6,9.6,9.6,-5.6,0.8701,0.0,0.0,0.0,0.8701,-0.0056,9.6,9.6,0,90.0,97.0,7.0,1.0778,0.0,0.0,0.0
MPLADS-000232,1,83.8,87.6,91.9,83.8,3.8,3.8,3.8,-6.2,0.9011,0.0,0.0,0.0,0.9011,-0.0133,3.8,3.8,0,60.0,93.0,33.0,1.55,1.0,1.0,1.0
MPLADS-000233,1,82.3,97.8,92.1,82.3,15.5,15.5,15.5,-7.7,0.1905,0.0,0.0,0.0,0.1905,0.0053,15.5,15.5,0,400.0,432.0,32.0,1.08,1.0,1.0,1.0
MPLADS-000234,1,98.9,92.3,85.0,98.9,6.6,-6.6,-6.6,8.9,1.1368,0.0,0.0,0.0,1.1368,0.0243,0.0,0.0,0,60.0,87.0,27.0,1.45,1.0,1.0,1.0
MPLADS-000235,1,76.4,86.3,85.2,76.4,9.9,9.9,9.9,-13.6,0.8215,0.0,0.0,0.0,0.8215,0.0009,9.9,9.9,0,90.0,93.0,3.0,1.0333,1.0,1.0,1.0
MPLADS-000236,1,78.9,96.5,80.5,78.9,17.6,17.6,17.6,-11.1,0.4175,0.0,0.0,0.0,0.4175,-0.0148,17.6,17.6,0,180.0,189.0,9.0,1.05,1.0,1.0,1.0
MPLADS-000237,1,91.1,87.0,95.8,91.1,4.1,-4.1,-4.1,1.1,0.5423,0.0,0.0,0.0,0.5423,0.0425,0.0,0.0,0,150.0,168.0,18.0,1.12,1.0,1.0,1.0
MPLADS-000238,1,72.1,95.2,97.4,72.1,23.1,23.1,23.1,-17.9,0.4652,0.0,0.0,0.0,0.4652,0.0171,23.1,23.1,0,150.0,155.0,5.0,1.0333,1.0,1.0,1.0
MPLADS-000239,1,94.7,95.6,93.3,94.7,0.9,0.9,0.9,4.7,0.3962,0.0,0.0,0.0,0.3962,0.0182,0.9,0.9,0,210.0,239.0,29.0,1.1381,1.0,1.0,1.0
MPLADS-000240,1,74.6,90.7,90.7,74.6,16.1,16.1,16.1,-15.4,0.8674,0.0,0.0,0.0,0.8674,-0.0177,16.1,16.1,0,90.0,86.0,0.0,0.9556,1.0,1.0,1.0
MPLADS-000241,1,94.6,93.4,84.1,94.6,1.2,-1.2,-1.2,4.6,0.5256,0.0,0.0,0.0,0.5256,0.0168,0.0,0.0,0,160.0,180.0,20.0,1.125,1.0,1.0,1.0
MPLADS-000242,1,74.2,88.5,84.0,74.2,14.3,14.3,14.3,-15.8,1.5143,0.0,0.0,0.0,1.5143,-0.0118,14.3,14.3,0,60.0,49.0,0.0,0.8167,1.0,1.0,1.0
MPLADS-000243,1,73.4,92.8,86.7,73.4,19.4,19.4,19.4,-16.6,0.5243,0.0,0.0,0.0,0.5243,0.0166,19.4,19.4,0,120.0,140.0,20.0,1.1667,1.0,1.0,1.0
MPLADS-000244,1,89.0,93.6,82.0,89.0,4.6,4.6,4.6,-1.0,0.4709,0.0,0.0,0.0,0.4709,-0.0181,4.6,4.6,0,160.0,189.0,29.0,1.1812,1.0,1.0,1.0
MPLADS-000245,1,98.9,88.7,84.9,98.9,10.2,-10.2,-10.2,8.9,1.2679,0.0,0.0,0.0,1.2679,-0.0037,0.0,0.0,0,60.0,78.0,18.0,1.3,1.0,1.0,1.0
MPLADS-000246,1,90.8,91.8,97.7,90.8,1.0,1.0,1.0,0.8,0.4935,0.0,0.0,0.0,0.4935,-0.007,1.0,1.0,0,160.0,184.0,24.0,1.15,1.0,1.0,1.0
MPLADS-000247,1,96.9,94.3,84.4,96.9,2.6,-2.6,-2.6,6.9,0.4919,0.0,0.0,0.0,0.4919,-0.0008,0.0,0.0,0,180.0,197.0,17.0,1.0944,1.0,1.0,1.0
MPLADS-000248,1,30.6,86.5,85.1,30.6,55.9,55.9,55.9,-59.4,0.2201,0.0,0.0,0.0,0.2201,-0.019,55.9,55.9,0,120.0,139.0,19.0,1.1583,1.0,1.0,0.0
