project_id,fraud_probability,predicted_typology,feature_importance_contributions,scored_at
MPLADS-000136,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.474, ""progress_anomaly_percentile"": 0.9375, ""payment_anomaly_score"": 0.0959}",2026-09-06T09:45:06.494738+00:00
MPLADS-000137,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0928, ""std_anomaly_score"": 0.0896, ""financial__sanctioned_amount"": 0.075}",2026-09-06T09:45:06.494738+00:00
MPLADS-000138,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0692, ""financial__sanctioned_amount"": 0.0383, ""payment_anomaly_percentile"": 0.0377}",2026-09-06T09:45:06.494738+00:00
MPLADS-000139,0.6774,COST_OVERRUN,"{""financial_anomaly_score"": 0.7444, ""procurement_anomaly_percentile"": 0.6963, ""financial_anomaly_percentile"": 0.2719}",2026-09-06T09:45:06.494738+00:00
MPLADS-000140,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.3302, ""progress_anomaly_percentile"": 0.9178, ""geo__population_density"": 0.1198}",2026-09-06T09:45:06.494738+00:00
MPLADS-000141,0.2672,NORMAL,"{""procurement_anomaly_score"": 1.3672, ""procurement_anomaly_percentile"": 0.5696, ""financial__sanctioned_amount"": 0.1785}",2026-09-06T09:45:06.494738+00:00
MPLADS-000142,0.0231,NORMAL,"{""financial_anomaly_percentile"": 0.1185, ""financial__sanctioned_amount"": 0.0814, ""procurement_anomaly_percentile"": 0.0678}",2026-09-06T09:45:06.494738+00:00
MPLADS-000143,0.0182,NORMAL,"{""geo__population_density"": 0.097, ""std_anomaly_score"": 0.0433, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-000144,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.3693, ""financial_anomaly_score"": 0.1536, ""geo__infrastructure_gap_index"": 0.1462}",2026-09-06T09:45:06.494738+00:00
MPLADS-000145,0.0381,NORMAL,"{""geo__population_density"": 0.3504, ""geospatial_anomaly_score"": 0.223, ""geospatial_anomaly_percentile"": 0.0814}",2026-09-06T09:45:06.494738+00:00
MPLADS-000146,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2452, ""progress_anomaly_percentile"": 0.9008, ""geospatial_anomaly_percentile"": 0.1094}",2026-09-06T09:45:06.494738+00:00
MPLADS-000147,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2207, ""mean_anomaly_score"": 0.012, ""graph_anomaly_percentile"": 0.0054}",2026-09-06T09:45:06.494738+00:00
MPLADS-000148,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0672, ""project__planned_duration_days"": 0.0583, ""geo__infrastructure_gap_index"": 0.0437}",2026-09-06T09:45:06.494738+00:00
MPLADS-000149,0.0182,NORMAL,"{""mean_anomaly_score"": 0.0529, ""geo__infrastructure_gap_index"": 0.0331, ""std_anomaly_score"": 0.0083}",2026-09-06T09:45:06.494738+00:00
MPLADS-000150,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.1085, ""progress_anomaly_percentile"": 0.8848, ""financial_anomaly_score"": 0.1789}",2026-09-06T09:45:06.494738+00:00
MPLADS-000151,0.0308,NORMAL,"{""financial__sanctioned_amount"": 0.1133, ""geospatial_anomaly_score"": 0.0734, ""geo__population_density"": 0.0681}",2026-09-06T09:45:06.494738+00:00
MPLADS-000152,0.0345,NORMAL,"{""financial__sanctioned_amount"": 0.2573, ""geo__infrastructure_gap_index"": 0.1843, ""payment_anomaly_score"": 0.1628}",2026-09-06T09:45:06.494738+00:00
MPLADS-000153,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2219, ""geo__population_density"": 0.0926, ""financial_anomaly_percentile"": 0.0837}",2026-09-06T09:45:06.494738+00:00
MPLADS-000154,0.0182,NORMAL,"{""payment_anomaly_percentile"": 0.0985, ""payment_anomaly_score"": 0.0925, ""geo__population_density"": 0.0746}",2026-09-06T09:45:06.494738+00:00
MPLADS-000155,0.0182,NORMAL,"{""financial_anomaly_percentile"": 0.0644, ""std_anomaly_score"": 0.0596, ""project__planned_duration_days"": 0.0333}",2026-09-06T09:45:06.494738+00:00
MPLADS-000156,0.011,NORMAL,"{""std_anomaly_score"": 0.082, ""max_anomaly_score"": 0.0449, ""graph_anomaly_score"": 0.0287}",2026-09-06T09:45:06.494738+00:00
MPLADS-000157,0.0778,NORMAL,"{""procurement_anomaly_percentile"": 0.5794, ""procurement_anomaly_score"": 0.525, ""financial_anomaly_score"": 0.2451}",2026-09-06T09:45:06.494738+00:00
MPLADS-000158,0.0314,NORMAL,"{""geo__infrastructure_gap_index"": 0.0991, ""geo__population_density"": 0.0974, ""geospatial_anomaly_score"": 0.082}",2026-09-06T09:45:06.494738+00:00
MPLADS-000159,0.0314,NORMAL,"{""geo__population_density"": 0.1481, ""financial__sanctioned_amount"": 0.0736, ""geospatial_anomaly_score"": 0.0689}",2026-09-06T09:45:06.494738+00:00
MPLADS-000160,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.1705, ""project__planned_duration_days"": 0.0666, ""mean_anomaly_score"": 0.0414}",2026-09-06T09:45:06.494738+00:00
MPLADS-000161,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0812, ""financial_anomaly_percentile"": 0.0551, ""project__planned_duration_days"": 0.0489}",2026-09-06T09:45:06.494738+00:00
MPLADS-000162,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.087, ""project__planned_duration_days"": 0.0506, ""geospatial_anomaly_percentile"": 0.0246}",2026-09-06T09:45:06.494738+00:00
MPLADS-000163,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2173, ""payment_anomaly_score"": 0.0827, ""payment_anomaly_percentile"": 0.022}",2026-09-06T09:45:06.494738+00:00
MPLADS-000164,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1696, ""geo__population_density"": 0.1178, ""geospatial_anomaly_score"": 0.0698}",2026-09-06T09:45:06.494738+00:00
MPLADS-000165,0.2879,NORMAL,"{""procurement_anomaly_score"": 1.5178, ""procurement_anomaly_percentile"": 0.4858, ""geo__population_density"": 0.1455}",2026-09-06T09:45:06.494738+00:00
MPLADS-000166,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.2753, ""progress_anomaly_percentile"": 0.9619, ""geo__population_density"": 0.1261}",2026-09-06T09:45:06.494738+00:00
MPLADS-000167,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.077, ""financial__sanctioned_amount"": 0.0232, ""geospatial_anomaly_percentile"": 0.0165}",2026-09-06T09:45:06.494738+00:00
MPLADS-000168,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.277, ""project__planned_duration_days"": 0.0572, ""geospatial_anomaly_score"": 0.047}",2026-09-06T09:45:06.494738+00:00
MPLADS-000169,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.1251, ""progress_anomaly_percentile"": 0.9047, ""geo__infrastructure_gap_index"": 0.1483}",2026-09-06T09:45:06.494738+00:00
MPLADS-000170,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.0571, ""project__planned_duration_days"": 0.055, ""financial__sanctioned_amount"": 0.0285}",2026-09-06T09:45:06.494738+00:00
MPLADS-000171,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.1044, ""progress_anomaly_percentile"": 0.9685, ""payment_anomaly_score"": 0.3227}",2026-09-06T09:45:06.494738+00:00
MPLADS-000172,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.293, ""progress_anomaly_percentile"": 0.837, ""procurement_anomaly_score"": 0.4962}",2026-09-06T09:45:06.494738+00:00
MPLADS-000173,0.0314,NORMAL,"{""geo__population_density"": 0.1898, ""graph_anomaly_score"": 0.11, ""geo__infrastructure_gap_index"": 0.0985}",2026-09-06T09:45:06.494738+00:00
MPLADS-000174,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0785, ""graph_anomaly_score"": 0.0657, ""project__planned_duration_days"": 0.0552}",2026-09-06T09:45:06.494738+00:00
MPLADS-000175,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.253, ""progress_anomaly_percentile"": 0.8869, ""geo__infrastructure_gap_index"": 0.1114}",2026-09-06T09:45:06.494738+00:00
MPLADS-000176,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1062, ""geospatial_anomaly_percentile"": 0.0405, ""financial__sanctioned_amount"": 0.0391}",2026-09-06T09:45:06.494738+00:00
MPLADS-000177,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.1162, ""geospatial_anomaly_score"": 0.1023, ""project__planned_duration_days"": 0.057}",2026-09-06T09:45:06.494738+00:00
MPLADS-000178,0.0314,NORMAL,"{""financial_anomaly_score"": 0.152, ""geospatial_anomaly_score"": 0.0482, ""financial__sanctioned_amount"": 0.0447}",2026-09-06T09:45:06.494738+00:00
MPLADS-000179,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1469, ""std_anomaly_score"": 0.0161, ""financial__sanctioned_amount"": 0.0039}",2026-09-06T09:45:06.494738+00:00
MPLADS-000180,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1386, ""progress_anomaly_percentile"": 0.9345, ""geo__population_density"": 0.1894}",2026-09-06T09:45:06.494738+00:00
MPLADS-000181,0.0314,NORMAL,"{""financial__sanctioned_amount"": 0.1112, ""geo__infrastructure_gap_index"": 0.1026, ""geospatial_anomaly_score"": 0.0857}",2026-09-06T09:45:06.494738+00:00
MPLADS-000182,0.011,NORMAL,"{""project__planned_duration_days"": 0.0576, ""financial_anomaly_percentile"": 0.0397, ""geo__infrastructure_gap_index"": 0.0356}",2026-09-06T09:45:06.494738+00:00
MPLADS-000183,0.0265,NORMAL,"{""geo__infrastructure_gap_index"": 0.3573, ""project__planned_duration_days"": 0.0366, ""geospatial_anomaly_score"": 0.019}",2026-09-06T09:45:06.494738+00:00
MPLADS-000184,0.0161,NORMAL,"{""geo__population_density"": 0.2578, ""geo__infrastructure_gap_index"": 0.0573, ""project__planned_duration_days"": 0.0523}",2026-09-06T09:45:06.494738+00:00
MPLADS-000185,0.0182,NORMAL,"{""geo__population_density"": 0.0546, ""financial_anomaly_score"": 0.0474, ""project__planned_duration_days"": 0.042}",2026-09-06T09:45:06.494738+00:00
MPLADS-000186,0.3648,NORMAL,"{""procurement_anomaly_score"": 1.6217, ""procurement_anomaly_percentile"": 0.5534, ""geospatial_anomaly_score"": 0.0957}",2026-09-06T09:45:06.494738+00:00
MPLADS-000187,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0301, ""project__planned_duration_days"": 0.0156, ""graph_anomaly_percentile"": 0.0112}",2026-09-06T09:45:06.494738+00:00
MPLADS-000188,0.0314,NORMAL,"{""procurement_anomaly_percentile"": 0.2506, ""graph_anomaly_score"": 0.0691, ""financial__sanctioned_amount"": 0.0575}",2026-09-06T09:45:06.494738+00:00
MPLADS-000189,0.1,NORMAL,"{""financial__sanctioned_amount"": 0.4448, ""geo__infrastructure_gap_index"": 0.2178, ""std_anomaly_score"": 0.1232}",2026-09-06T09:45:06.494738+00:00
MPLADS-000190,0.0182,NORMAL,"{""geo__population_density"": 0.1463, ""geo__infrastructure_gap_index"": 0.0793, ""project__planned_duration_days"": 0.0532}",2026-09-06T09:45:06.494738+00:00
MPLADS-000191,0.011,NORMAL,"{""financial_anomaly_score"": 0.0655, ""payment_anomaly_percentile"": 0.054, ""project__planned_duration_days"": 0.0293}",2026-09-06T09:45:06.494738+00:00
MPLADS-000192,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0632, ""project__planned_duration_days"": 0.0375, ""std_anomaly_score"": 0.033}",2026-09-06T09:45:06.494738+00:00
MPLADS-000193,0.0225,NORMAL,"{""geo__population_density"": 0.1395, ""financial__sanctioned_amount"": 0.1015, ""geospatial_anomaly_score"": 0.0349}",2026-09-06T09:45:06.494738+00:00
MPLADS-000194,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0579, ""contractor_anomaly_score"": 0.0359, ""financial__sanctioned_amount"": 0.026}",2026-09-06T09:45:06.494738+00:00
MPLADS-000195,0.0314,NORMAL,"{""geo__population_density"": 0.3126, ""financial__sanctioned_amount"": 0.103, ""geospatial_anomaly_score"": 0.0246}",2026-09-06T09:45:06.494738+00:00
MPLADS-000196,0.0231,NORMAL,"{""max_anomaly_score"": 0.1121, ""geospatial_anomaly_score"": 0.071, ""geo__population_density"": 0.0503}",2026-09-06T09:45:06.494738+00:00
MPLADS-000197,0.0265,NORMAL,"{""geo__infrastructure_gap_index"": 0.062, ""payment_anomaly_score"": 0.0518, ""payment_anomaly_percentile"": 0.0252}",2026-09-06T09:45:06.494738+00:00
MPLADS-000198,0.0345,NORMAL,"{""progress_anomaly_score"": 0.66, ""geo__infrastructure_gap_index"": 0.0857, ""progress_anomaly_percentile"": 0.0659}",2026-09-06T09:45:06.494738+00:00
MPLADS-000199,0.0182,NORMAL,"{""financial_anomaly_score"": 0.1214, ""financial_anomaly_percentile"": 0.0963, ""std_anomaly_score"": 0.0473}",2026-09-06T09:45:06.494738+00:00
MPLADS-000200,0.011,NORMAL,"{""financial_anomaly_score"": 0.1516, ""financial_anomaly_percentile"": 0.0551, ""project__planned_duration_days"": 0.0503}",2026-09-06T09:45:06.494738+00:00
MPLADS-000201,0.0425,NORMAL,"{""payment_anomaly_score"": 0.136, ""geo__population_density"": 0.1182, ""project__planned_duration_days"": 0.0632}",2026-09-06T09:45:06.494738+00:00
MPLADS-000202,1.0,GHOST_WORK,"{""progress_anomaly_score"": 5.1935, ""progress_anomaly_percentile"": 0.907, ""geo__infrastructure_gap_index"": 0.1293}",2026-09-06T09:45:06.494738+00:00
MPLADS-000203,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1724, ""geospatial_anomaly_score"": 0.0774, ""payment_anomaly_score"": 0.0587}",2026-09-06T09:45:06.494738+00:00
MPLADS-000204,0.0265,NORMAL,"{""payment_anomaly_score"": 0.0881, ""payment_anomaly_percentile"": 0.0564, ""geo__infrastructure_gap_index"": 0.0322}",2026-09-06T09:45:06.494738+00:00
MPLADS-000205,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1262, ""mean_anomaly_score"": 0.0426, ""geospatial_anomaly_percentile"": 0.0335}",2026-09-06T09:45:06.494738+00:00
MPLADS-000206,0.0231,NORMAL,"{""financial_anomaly_score"": 0.102, ""geo__infrastructure_gap_index"": 0.0727, ""contractor_anomaly_score"": 0.0638}",2026-09-06T09:45:06.494738+00:00
MPLADS-000207,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1592, ""max_anomaly_score"": 0.0444, ""graph_anomaly_percentile"": 0.023}",2026-09-06T09:45:06.494738+00:00
MPLADS-000208,0.0345,NORMAL,"{""procurement_anomaly_percentile"": 0.1605, ""financial__sanctioned_amount"": 0.0628, ""geo__infrastructure_gap_index"": 0.0447}",2026-09-06T09:45:06.494738+00:00
MPLADS-000209,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0408, ""project__planned_duration_days"": 0.025, ""financial__sanctioned_amount"": 0.0187}",2026-09-06T09:45:06.494738+00:00
MPLADS-000210,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.271, ""progress_anomaly_percentile"": 0.939, ""geo__population_density"": 0.1543}",2026-09-06T09:45:06.494738+00:00
MPLADS-000211,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0446, ""geo__infrastructure_gap_index"": 0.0391, ""graph_anomaly_percentile"": 0.0015}",2026-09-06T09:45:06.494738+00:00
MPLADS-000212,0.0182,NORMAL,"{""geospatial_anomaly_percentile"": 0.1265, ""mean_anomaly_score"": 0.0685, ""geo__infrastructure_gap_index"": 0.0632}",2026-09-06T09:45:06.494738+00:00
MPLADS-000213,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.0388, ""payment_anomaly_percentile"": 0.0355, ""geospatial_anomaly_score"": 0.0218}",2026-09-06T09:45:06.494738+00:00
MPLADS-000214,0.0088,NORMAL,"{""financial_anomaly_score"": 0.1448, ""geo__population_density"": 0.1123, ""project__planned_duration_days"": 0.0334}",2026-09-06T09:45:06.494738+00:00
MPLADS-000215,0.0161,NORMAL,"{""project__planned_duration_days"": 0.053, ""geo__infrastructure_gap_index"": 0.0519, ""contractor_anomaly_percentile"": 0.0066}",2026-09-06T09:45:06.494738+00:00
MPLADS-000216,0.0231,NORMAL,"{""financial_anomaly_score"": 0.2327, ""procurement_anomaly_percentile"": 0.1327, ""financial_anomaly_percentile"": 0.1038}",2026-09-06T09:45:06.494738+00:00
MPLADS-000217,0.0231,NORMAL,"{""geo__population_density"": 0.3538, ""financial__sanctioned_amount"": 0.1634, ""geospatial_anomaly_score"": 0.1167}",2026-09-06T09:45:06.494738+00:00
MPLADS-000218,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2276, ""geo__population_density"": 0.0998, ""graph_anomaly_percentile"": 0.0393}",2026-09-06T09:45:06.494738+00:00
MPLADS-000219,0.0182,NORMAL,"{""geo__population_density"": 0.1594, ""project__planned_duration_days"": 0.0488, ""graph_anomaly_percentile"": 0.0048}",2026-09-06T09:45:06.494738+00:00
MPLADS-000220,0.0314,NORMAL,"{""procurement_anomaly_percentile"": 0.1772, ""geo__population_density"": 0.1126, ""graph_anomaly_score"": 0.0861}",2026-09-06T09:45:06.494738+00:00
MPLADS-000221,0.0314,NORMAL,"{""geo__population_density"": 0.275, ""geospatial_anomaly_score"": 0.1399, ""financial__sanctioned_amount"": 0.1393}",2026-09-06T09:45:06.494738+00:00
MPLADS-000222,0.0225,NORMAL,"{""geospatial_anomaly_percentile"": 0.1922, ""geospatial_anomaly_score"": 0.1311, ""payment_anomaly_score"": 0.103}",2026-09-06T09:45:06.494738+00:00
MPLADS-000223,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1296, ""financial_anomaly_score"": 0.0821, ""financial_anomaly_percentile"": 0.0603}",2026-09-06T09:45:06.494738+00:00
MPLADS-000224,0.0231,NORMAL,"{""contractor_anomaly_percentile"": 0.1749, ""contractor_anomaly_score"": 0.1462, ""project__planned_duration_days"": 0.067}",2026-09-06T09:45:06.494738+00:00
MPLADS-000225,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1727, ""payment_anomaly_score"": 0.127, ""geo__infrastructure_gap_index"": 0.112}",2026-09-06T09:45:06.494738+00:00
MPLADS-000226,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0476, ""geospatial_anomaly_score"": 0.0422, ""payment_anomaly_score"": 0.0286}",2026-09-06T09:45:06.494738+00:00
MPLADS-000227,0.0265,NORMAL,"{""financial__sanctioned_amount"": 0.1602, ""geo__population_density"": 0.0414, ""geospatial_anomaly_percentile"": 0.019}",2026-09-06T09:45:06.494738+00:00
MPLADS-000228,0.451,NORMAL,"{""procurement_anomaly_score"": 1.8751, ""procurement_anomaly_percentile"": 0.841, ""geospatial_anomaly_score"": 0.1201}",2026-09-06T09:45:06.494738+00:00
MPLADS-000229,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.0453, ""geospatial_anomaly_score"": 0.0173, ""std_anomaly_score"": 0.0027}",2026-09-06T09:45:06.494738+00:00
MPLADS-000230,0.0182,NORMAL,"{""graph_anomaly_score"": 0.0324, ""graph_anomaly_percentile"": 0.0133, ""contractor_anomaly_score"": 0.0034}",2026-09-06T09:45:06.494738+00:00
MPLADS-000231,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.2622, ""progress_anomaly_percentile"": 0.9533, ""payment_anomaly_score"": 0.1209}",2026-09-06T09:45:06.494738+00:00
MPLADS-000232,0.0381,NORMAL,"{""procurement_anomaly_score"": 0.5828, ""procurement_anomaly_percentile"": 0.2287, ""financial__sanctioned_amount"": 0.1893}",2026-09-06T09:45:06.494738+00:00
MPLADS-000233,0.2884,NORMAL,"{""procurement_anomaly_score"": 0.8108, ""procurement_anomaly_percentile"": 0.6153, ""financial_anomaly_score"": 0.3061}",2026-09-06T09:45:06.494738+00:00
MPLADS-000234,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2027, ""payment_anomaly_score"": 0.1557, ""geo__population_density"": 0.1387}",2026-09-06T09:45:06.494738+00:00
MPLADS-000235,0.1,NORMAL,"{""financial__sanctioned_amount"": 0.2806, ""geo__infrastructure_gap_index"": 0.1727, ""geospatial_anomaly_score"": 0.1302}",2026-09-06T09:45:06.494738+00:00
MPLADS-000236,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.2193, ""geospatial_anomaly_score"": 0.2038, ""project__planned_duration_days"": 0.0491}",2026-09-06T09:45:06.494738+00:00
MPLADS-000237,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.1069, ""project__planned_duration_days"": 0.058, ""financial__sanctioned_amount"": 0.0573}",2026-09-06T09:45:06.494738+00:00
MPLADS-000238,0.0231,NORMAL,"{""geo__population_density"": 0.0868, ""geo__infrastructure_gap_index"": 0.0741, ""financial__sanctioned_amount"": 0.0646}",2026-09-06T09:45:06.494738+00:00
MPLADS-000239,0.0182,NORMAL,"{""geo__population_density"": 0.0575, ""geospatial_anomaly_score"": 0.0413, ""project__planned_duration_days"": 0.0361}",2026-09-06T09:45:06.494738+00:00
MPLADS-000240,0.0262,NORMAL,"{""geospatial_anomaly_score"": 0.1608, ""financial_anomaly_percentile"": 0.0774, ""financial__sanctioned_amount"": 0.0669}",2026-09-06T09:45:06.494738+00:00
MPLADS-000241,0.0225,NORMAL,"{""payment_anomaly_score"": 0.2797, ""financial_anomaly_score"": 0.0615, ""financial_anomaly_percentile"": 0.0534}",2026-09-06T09:45:06.494738+00:00
MPLADS-000242,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1324, ""payment_anomaly_percentile"": 0.0249, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-000243,0.0231,NORMAL,"{""geo__population_density"": 0.1507, ""max_anomaly_score"": 0.0967, ""geo__infrastructure_gap_index"": 0.0629}",2026-09-06T09:45:06.494738+00:00
MPLADS-000244,0.0345,NORMAL,"{""geo__population_density"": 0.1651, ""project__planned_duration_days"": 0.0454, ""mean_anomaly_score"": 0.016}",2026-09-06T09:45:06.494738+00:00
MPLADS-000245,0.0225,NORMAL,"{""geo__population_density"": 0.1632, ""financial__sanctioned_amount"": 0.1139, ""geo__infrastructure_gap_index"": 0.0694}",2026-09-06T09:45:06.494738+00:00
MPLADS-000246,0.0308,NORMAL,"{""geospatial_anomaly_percentile"": 0.0417, ""geo__population_density"": 0.0377, ""geospatial_anomaly_score"": 0.0375}",2026-09-06T09:45:06.494738+00:00
