project_id,financial_anomaly_score,financial_anomaly_percentile,financial_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,peer_cost_deviation_pct,peer_unit_cost_zscore,model_version,mode,scored_at
MPLADS-000132,1.15,2.76,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-6.3,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000133,10.28,35.54,False,Atypical cost per unit (+233.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-16.14,3.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000134,4.56,14.62,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-16.91,0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000135,5.07,16.58,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-27.55,-0.48,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000136,22.33,62.8,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-23.4,-0.07,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000137,13.18,43.42,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-17.46,-0.48,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000138,18.78,56.76,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-14.02,-0.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000139,40.83,81.66,False,Contract escalation (32.3% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-13.52,0.36,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000140,35.35,76.76,False,Abrupt contract value contraction (-46.9% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,26.87,-0.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000141,11.08,37.72,False,Atypical cost per unit (+146.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-16.06,1.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000142,21.63,61.7,False,Atypical cost per unit (+941.5% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-32.94,14.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000143,5.21,17.4,False,Atypical cost per unit (+224.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,6.83,3.51,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000144,31.35,73.28,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-35.55,0.09,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000145,2.5,6.88,False,Atypical cost per unit (+176.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-3.65,2.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000146,18.95,57.16,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,15.61,-0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000147,17.04,53.0,False,Atypical cost per unit (+77.0% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-9.77,1.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000148,29.16,71.02,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,8.42,0.12,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000149,2.66,7.5,False,Elevated peer-adjusted cost (+32.3% vs peer median for work type),Atypical cost per unit (+80.5% vs peer median rate),No significant deviation from SOR rates,32.31,1.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000150,40.25,81.18,False,Abrupt contract value contraction (-37.1% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,13.64,-0.94,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000151,11.64,39.34,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-26.0,0.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000152,22.89,63.8,False,Atypical cost per unit (+379.3% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-21.88,6.11,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000153,12.84,42.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,25.86,-0.27,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000154,36.3,77.82,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,1.02,-0.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000155,52.12,88.82,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,26.54,-0.35,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000156,94.07,98.44,True,Elevated peer-adjusted cost (+457.1% vs peer median for work type),Accelerated disbursement velocity (5.7x peer median disbursement speed),Atypical cost per unit (+969.1% vs peer median rate),457.12,13.04,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000157,68.56,94.86,False,Contract escalation (6.4% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,23.47,-0.51,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000158,0.14,1.24,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,21.7,0.07,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000159,9.8,34.06,False,Atypical cost per unit (+57.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-24.67,0.95,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000160,1.45,3.58,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,5.78,-0.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000161,35.77,77.32,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-3.31,0.1,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000162,3.32,9.76,False,Atypical cost per unit (+39.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,4.05,0.48,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000163,13.93,45.46,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-10.72,-0.14,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000164,13.91,45.32,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-30.91,-0.87,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000165,12.14,40.6,False,Atypical cost per unit (+1134.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,11.07,17.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000166,30.05,72.12,False,Contract escalation (-10.8% value change with 2 amendments),Normal peer disbursement pattern,Standard schedule compliance,5.35,-0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000167,8.01,28.64,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-21.98,-0.92,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000168,5.05,16.44,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,8.16,-0.14,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000169,27.26,69.36,False,Abrupt contract value contraction (-29.5% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,-11.49,-0.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000170,4.03,12.44,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-25.04,-0.99,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000171,77.69,96.98,True,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+91.8% vs peer median rate),Standard schedule compliance,29.52,1.31,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000172,83.14,97.66,True,Contract escalation (45.7% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,1.25,0.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000173,5.66,19.06,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,7.61,-0.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000174,6.94,24.4,False,Atypical cost per unit (+98.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,20.99,1.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000175,29.47,71.42,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,28.15,-0.39,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000176,6.38,22.42,False,Atypical cost per unit (+247.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-13.73,3.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000177,6.64,23.38,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-25.97,-0.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000178,6.07,20.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-28.61,-0.9,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000179,6.23,21.72,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,0.0,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000180,22.96,63.88,False,Atypical cost per unit (+325.0% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Standard schedule compliance,-1.71,4.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000181,24.33,66.06,False,Atypical cost per unit (+60.9% vs peer median rate),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,-23.54,0.83,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000182,20.98,60.9,False,Elevated peer-adjusted cost (+30.1% vs peer median for work type),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,30.12,0.2,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000183,8.53,30.42,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-10.09,0.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000184,21.58,61.66,False,Atypical cost per unit (+477.9% vs peer median rate),Elevated peer-adjusted cost (+32.0% vs peer median for work type),Standard schedule compliance,31.98,6.73,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000185,5.4,18.22,False,Atypical cost per unit (+183.8% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,8.88,2.5,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000186,8.61,30.7,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,6.94,-0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000187,13.17,43.4,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-32.19,-0.73,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000188,5.34,17.96,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-10.03,-0.82,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000189,20.75,60.56,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-3.84,0.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000190,9.23,32.48,False,Atypical cost per unit (+231.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,19.43,3.11,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000191,65.54,94.14,False,Atypical cost per unit (+414.6% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,26.0,5.94,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000192,3.44,10.18,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-23.79,-0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000193,5.61,18.9,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-25.47,0.46,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000194,1.6,4.08,False,Atypical cost per unit (+136.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,15.01,1.99,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000195,21.86,61.94,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,19.07,-0.26,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000196,18.82,56.9,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,10.0,0.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000197,13.71,44.76,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-18.72,-0.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000198,12.5,41.9,False,Atypical cost per unit (+41.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,10.67,0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000199,63.5,93.68,False,Atypical cost per unit (+1470.0% vs peer median rate),Elevated peer-adjusted cost (+331.7% vs peer median for work type),Accelerated disbursement velocity (4.0x peer median disbursement speed),331.75,25.52,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000200,61.57,93.02,False,Elevated peer-adjusted cost (+254.0% vs peer median for work type),Accelerated disbursement velocity (3.2x peer median disbursement speed),Atypical cost per unit (+73.5% vs peer median rate),253.99,0.9,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-000201,4.51,14.34,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-17.22,0.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
